sqft_lot,price
7460,285000
16117,255000
7982,315000
9000,830000
1558,539950
4590,980000
8529,735000
9140,536000
5000,575000
4000,500000
7950,285500
7375,498000
6282,412000
8220,607000
8512,199000
18306,492500
11044,585000
5321,326995
9660,372500
40642,528000
32109,400000
8501,344000
7163,409950
4000,625000
9000,304950
35183,381500
13399,215000
12870,345000
20000,363000
20063,240000
5479,548050
4920,314000
16809,800000
6720,400000
4120,247000
4120,540000
15123,410000
9146,525000
5737,820000
15375,1.25E+06
10200,244000
4800,275000
23160,577000
7945,446950
5694,457000
137214,320000
9484,210000
9100,220000
8800,589000
3840,435000
10798,375000
9654,1.74E+06
5581,545000
10000,970000
6755,705000
11536,915557
9000,259000
3000,1.70E+06
8610,427000
3100,390000
8000,363000
3626,612000
10186,380000
6003,230000
2600,580000
3200,770000
8400,207200
11430,525000
7419,925000
4000,883000
2992,455000
5194,343500
8450,244000
11730,397000
5000,180500
6576,310000
3969,315000
4958,718000
7267,279950
9612,689000
9901,828000
8100,150000
3400,505400
23723,1.68E+06
5000,217450
4174,677000
48787,361000
7237,620000
5449,176000
7218,330000
8175,290000
9532,711000
8100,295000
12110,1.10E+06
7078,257500
16320,240000
8955,645000
2400,499000
9526,321000
1658,449000
5280,515000
12385,456000
219106,865000
7700,515500
6100,576925
10416,243000
8640,253400
3580,292000
8005,271500
6750,765000
1730,375000
9566,382880
10100,852500
8738,475000
2580,462000
14607,762400
7540,330000
12236,473000
7200,550000
7280,449500
13059,744000
4700,700000
12220,511100
4500,317950
39768,542950
11360,490000
4060,760000
8659,475000
23716,1.70E+06
6197,435000
3690,399000
3800,627000
5100,346500
8000,412000
40471,845000
9655,373000
8882,725000
11662,376000
4120,552500
19000,365000
46173,700000
9736,315000
5110,262500
6150,660000
6941,340000
5500,660500
1950,280000
2480,267000
25661,230000
11403,417000
9730,252000
4800,791000
3774,415000
13278,339000
10477,158000
5100,535000
4120,818900
4000,550000
8717,240000
1230,590000
21320,369300
118666,510000
10086,542500
7854,262500
4350,900000
41636,1.10E+06
14400,368000
6499,825000
7509,343500
6000,273500
5610,1.00E+06
6000,770000
3868,400000
7210,225000
18150,345000
8116,450000
5635,334850
9600,605000
14000,760000
12960,390000
5660,488000
41300,3.30E+06
13165,1.06E+06
217800,608000
6000,1.39E+06
3000,299950
4800,818000
9701,355000
9600,1.86E+06
2850,660000
17450,2.37E+06
35120,1.21E+06
3676,255950
11092,475000
159865,362950
9012,452000
8200,315000
2844,330950
49222,535000
9464,479000
1174,340000
8362,312000
6600,305000
7336,270000
1664,529999
6967,587100
16061,459800
7800,451000
4947,2.48E+06
435600,525000
26051,250000
6180,475000
11595,235000
9548,230000
2566,581000
9030,415000
9030,522500
7725,383000
8289,315000
3600,591000
12150,750000
4333,430000
32336,712000
53578,510000
4800,480000
7200,538000
5000,464000
3840,476000
16875,349500
8262,270000
18480,740000
8336,395000
4088,498000
4675,339900
9972,539000
9704,400000
11745,225000
4080,330000
5500,1.39E+06
31200,490000
7200,260000
8913,469900
3801,493000
46355,740000
6000,148900
14467,475000
4000,415000
6000,229500
13990,1.36E+06
11375,385000
11331,230000
2700,425000
4179,189900
6480,238000
16200,968060
9496,921000
6000,380000
54846,285000
5400,449000
5500,625000
9000,318989
1266,445000
8549,750000
11875,959000
9102,330000
1241,425000
7913,280000
50155,476500
3600,556000
320917,1.86E+06
68377,637000
6081,405000
6757,397000
6565,895990
14046,259000
112384,420000
2096,518000
8182,425000
13920,182500
3031,549900
16863,445000
5400,452000
6500,715000
5200,559000
21738,3.30E+06
7350,250000
6656,1.23E+06
128937,276500
7386,440000
15600,543200
4000,250000
9000,625000
3399,530100
936,549900
6534,430000
6856,835000
13000,409500
6765,329000
4000,940000
3200,539950
213444,579950
4125,881000
5424,362500
35500,243950
6166,658000
9774,218250
12394,655000
7599,255000
7175,215000
5657,1.27E+06
24085,2.92E+06
5960,424305
4300,494000
3713,560000
7000,130000
176418,468000
15435,480000
4054,475000
8151,285000
5700,765000
5750,208000
5000,372000
5512,470000
8925,451000
8132,442200
8580,330000
5120,335000
13249,280000
6050,625000
3584,345000
11050,255950
6000,570000
8558,685000
7210,273148
7686,246500
7176,349950
2350,545000
1400,403000
4054,299950
12840,792000
10205,418000
8102,332500
43560,337000
7386,212000
2819,542000
8107,622500
8511,260000
38350,525000
35071,975000
6500,1.14E+06
10360,500000
11411,554000
4500,343000
15219,515000
6272,492000
8022,655000
6848,290000
5055,952500
7500,235000
7110,323000
1970,1.05E+06
213444,265000
9600,200000
7500,419995
9015,1.50E+06
7829,455000
37982,660000
12823,319000
250905,390000
6240,718500
3160,474000
6360,615750
17362,551000
7210,230000
9198,790000
1967,1.23E+06
6443,325000
6207,705000
8856,259000
8700,306000
6828,315000
7650,392500
12930,1.07E+06
1445,350500
9792,825000
6360,235000
257875,650000
3340,675000
8505,265000
7098,822500
4000,705000
7200,2.63E+06
1676,685000
5000,630000
24166,1.25E+06
11325,359000
13906,784500
8800,850000
6054,410000
8250,252000
18295,618000
4800,265000
8509,465000
6552,240000
12000,217000
4200,415000
7992,274000
6117,420000
6000,1.06E+06
43950,1.42E+06
5000,618500
10800,295000
12252,400000
6677,595000
20570,1.73E+06
7686,261000
4000,780000
5040,589000
9125,230000
2147,690000
15491,524000
987,380000
4080,357500
10697,330000
4750,635000
4480,934000
865,358500
6867,401000
7750,270000
6000,705000
17071,325000
7740,384950
9730,310000
42775,829950
6021,353000
7700,170500
49658,885250
7850,2.70E+06
9126,245000
1290,469000
3550,455000
5959,305000
37607,840000
10155,905000
7000,219200
8004,455000
8100,195000
4178,799000
8155,285000
15053,300000
8580,83000
4804,220000
2689,174500
10760,695000
11410,255000
7245,539000
2800,552700
6710,571500
6561,263700
11750,3.30E+06
1302,186950
53628,520000
7194,358000
49658,210000
8694,3.65E+06
8767,543000
10679,330000
3400,529000
2500,295000
8450,365000
1081,473000
8004,403500
8203,544000
4000,621000
5750,672600
3125,689800
4480,613000
8866,808000
9241,301000
9635,340000
8400,206000
6000,550000
4800,325000
7586,475000
7350,432100
7280,359000
4800,490000
7005,648360
11986,340000
8069,545000
7980,115000
12350,705640
1585,300000
14904,1.65E+06
4200,1.14E+06
7410,280000
7650,245000
4590,564000
4534,849000
7447,698000
8556,319000
15720,1.45E+06
21050,695000
5310,680000
12000,287500
1850,465000
14212,335000
37800,602000
6545,482000
8382,220000
6025,206000
5760,1.10E+06
3971,491150
12848,390000
8091,393000
8457,635000
5000,490000
2242,770000
4590,665000
26862,287000
7020,410000
5200,562000
54450,475000
2218,387500
10875,580000
6830,930000
18893,625000
5600,325000
8712,235000
4390,450000
5650,745000
8470,223000
12278,630000
1614,413450
5379,720000
21980,339000
4000,1.12E+06
11307,839000
25470,2.95E+06
50233,568000
10577,269000
2560,382000
1114,574000
4697,405000
9938,572000
12100,675000
7980,165000
7980,260000
6719,196000
12184,515000
7396,810000
7700,365650
1834,651000
6345,240000
6007,299000
10928,768000
5072,397380
6885,476000
5200,315000
7290,240000
4080,325000
8006,160000
5100,435000
16200,427500
10240,450000
4880,688000
3600,285000
1125,530000
7694,195000
7384,250200
8570,1.10E+06
10321,732500
8834,194250
8000,526000
9882,520000
6125,526000
217800,1.14E+06
7569,202000
8622,645500
7540,570000
9000,325000
5930,725000
10361,192000
9219,560000
6116,283450
5400,863000
4800,815000
7679,245000
10292,1.32E+06
12305,1.16E+06
4488,480000
5593,600000
5220,329950
12085,299500
5131,460000
5249,515000
1245,405000
3780,483000
11511,377000
17476,568000
4600,355000
3000,640000
5909,270000
8193,559950
8261,515000
5712,352000
9000,595888
7344,588000
8580,1.05E+06
7000,260000
3600,1.60E+06
4800,380000
6327,802000
4800,1.33E+06
3600,710000
77972,600000
5355,707900
7323,179950
10489,683000
9566,222400
3408,517000
5763,410000
2552,480000
10428,430000
7500,439950
8223,797500
5460,379000
8667,575000
11060,247500
37011,385000
6909,423000
5618,550000
4329,415000
45535,693000
4700,543000
10246,465000
2217,280000
6653,1.39E+06
9720,665000
7314,237950
10200,440000
4700,618000
4000,572000
4774,725000
22144,454000
10656,535000
7200,249000
37026,395000
6620,690000
7236,526500
7220,325000
4080,495000
8474,825000
14850,383000
11931,320000
87117,475000
6326,275000
9300,1.15E+06
11371,455000
7800,262000
4840,390000
10030,300000
5721,746300
8223,267000
7950,525000
7350,570000
8100,360000
44431,1.05E+06
4106,699950
109336,375000
6770,625000
2750,464050
9655,470000
9100,330000
7957,537000
32137,250000
48351,835000
3750,770000
4497,650000
30409,335000
29597,350000
8906,415000
8778,788000
7379,640000
7155,388000
10080,360000
10080,692500
6180,425000
6180,645000
8308,340000
54400,713000
11160,430000
7210,280000
2052,215000
11193,306000
8593,299900
8625,534000
5572,1.16E+06
5000,1.17E+06
6430,199990
9058,946000
7800,295000
5157,475000
212137,750000
49456,1.23E+06
7520,183500
3627,450000
5500,180000
21217,707000
3527,230000
9750,192500
3614,309000
5800,759000
14212,1.12E+06
10530,462000
22814,229000
1184,399950
10532,325000
1313,512000
5802,410000
5500,210000
8499,325000
10175,685000
4688,488000
6000,247500
11479,489000
6000,725000
10317,199950
13001,670000
10410,275000
6360,1.00E+06
8371,255000
9137,465000
3604,259000
4713,695000
7210,505000
2640,631500
3600,630500
19168,999000
4000,740000
6380,650000
5580,554000
214315,400000
10000,529941
3740,310000
3740,389000
4972,731781
4750,502501
7950,443000
4080,607000
5500,2.15E+06
15200,585000
10500,1.03E+06
7000,315000
5695,180000
14200,322500
7519,568500
6675,813000
13068,1.09E+06
4857,424000
5600,235000
4000,740000
3000,415000
14925,432000
35192,1.27E+06
2446,676500
4592,419000
37042,650000
15190,239000
4372,900000
7347,330000
58341,510000
6000,465000
18731,1.70E+06
8588,490000
20445,2.68E+06
52302,1.00E+06
14178,469950
5413,536000
19177,244950
2400,575000
7500,361000
13450,650000
6000,230005
235063,293000
24318,445000
6386,280000
10855,520000
40962,780000
76230,625000
7200,239950
6000,335000
7401,612000
8000,200000
8571,345000
6440,520000
4080,855000
5060,567500
7247,208000
16239,452000
12183,555000
8861,519000
2575,474950
16418,419000
1800,390000
6890,539000
21196,569000
5000,611000
147856,760000
55756,732000
8343,1.68E+06
7062,919950
7563,400000
21781,785000
54014,835000
6750,640500
9013,310000
7215,355000
7313,685000
8576,202500
5817,540000
4871,295000
6612,518000
4023,250000
435600,330000
3880,481000
12845,898000
9750,570000
16200,475000
5250,265000
17342,380000
8036,790000
6110,620000
9000,709050
5100,296500
35912,475000
10835,440000
6016,405000
4000,269500
5280,520000
22000,229500
10890,335000
50951,680000
3900,1.39E+06
9900,740000
9990,270000
5572,510000
13700,300000
10800,1.30E+06
5188,675000
14923,925850
43560,255500
17172,450000
22652,280000
8800,245000
6712,344950
7216,381000
6900,1.95E+06
21374,1.50E+06
11461,232603
10200,220000
7700,600000
5754,239000
9211,400000
11000,2.18E+06
8551,350000
97138,562000
8400,380000
7875,511200
5000,680000
941,350000
184140,410000
12590,1.05E+06
3900,391265
16684,1.41E+06
5750,575000
46173,316000
5156,165000
3600,850000
6000,210000
9161,325000
53941,682000
7508,430000
8110,325500
6360,385000
1800,435000
15520,550000
7800,400000
7350,503000
5368,676000
11055,180000
5280,234000
5000,734200
66211,920000
34412,1.92E+06
10125,224000
19530,1.40E+06
7155,185000
5000,554600
8009,268000
8715,675000
10039,620000
12446,396450
9720,565000
3520,410000
6000,1.19E+06
7279,716125
111949,225000
7274,640000
5650,374000
12161,415000
35150,592500
1761,365000
12753,600000
39413,465000
7560,254999
8076,279000
40813,460000
956,507000
9788,291000
1077,350000
2490,90000
7000,329000
11648,909000
5400,187000
5100,580000
5992,345000
7200,497000
3060,345000
7350,313500
7250,910000
5244,399950
6600,268000
8458,559000
8755,309000
4400,410000
8625,259000
5500,950000
7200,320000
30122,1.15E+06
10107,394250
3876,315000
12000,480000
35440,556000
5647,450000
5413,420000
5000,890000
8814,295000
27345,410000
7294,308900
26742,1.16E+06
6984,665000
5500,577000
3750,959000
6417,471000
7169,560000
9887,955000
13782,1.24E+06
18540,579000
7889,335000
7887,485000
9900,552000
15293,950000
7958,203700
9767,412000
8960,237500
5000,866800
5100,425000
6833,200000
6034,280000
2002,140000
10400,370000
4000,550000
9400,1.41E+06
9400,1.51E+06
8800,510000
10518,351000
10800,210000
36900,449999
7620,137000
14510,270000
100188,540000
12480,565000
3600,940000
26329,385000
7634,400000
8649,365000
1600,353250
6750,455000
234352,475000
7455,571500
3000,441000
9500,810000
11556,550000
4000,736000
17550,375000
9932,717500
11200,581000
4560,629000
35000,3.80E+06
5200,225000
6368,315000
1386,425000
11802,346500
26500,550000
10450,565000
8000,1.00E+06
3797,400000
5760,724950
16313,623000
5400,295000
7875,700000
1229,482000
11380,770000
22100,310000
8400,720000
5965,355000
4506,512000
1650,303000
9360,299000
6263,285000
9652,680000
6720,285000
17023,707000
6428,690000
40284,872000
12750,290000
16785,425000
10558,925000
12458,340500
6600,365000
8489,725000
7410,811000
9514,299000
9147,287500
13875,879950
3800,135900
16028,1.23E+06
6480,522500
6617,399500
5960,450000
17500,218000
9285,289999
4750,540000
7500,324950
6600,718500
192099,495000
8797,260000
10000,430000
4002,402500
4408,1.42E+06
9766,275000
7652,250000
9550,665000
144183,425000
3600,760000
3076,447000
8240,205000
8850,191000
7921,350000
7860,789888
10170,443000
7202,695000
4048,560000
5000,550000
6750,850000
24237,352750
9045,550000
3861,774900
8711,250000
23623,962800
11700,299500
5220,250000
493534,745000
10600,279475
27227,450000
13132,307700
5102,665000
3930,375000
11637,420000
4200,148000
4000,707000
4250,399000
115434,570000
35025,853000
14138,400000
28593,615000
7700,463000
14242,600000
8120,429000
11780,980000
4700,359500
7980,715000
6984,240000
9442,455000
167270,610000
5735,675000
5375,283500
4500,235000
12100,827000
8511,353000
11902,747500
4000,341000
18055,182000
2781,250000
13402,655000
8307,405000
9750,390000
8180,275400
5500,791000
7700,424500
7200,430000
10631,865000
7543,163000
9085,920000
3011,1.03E+06
8048,325000
4698,315000
8763,227000
7175,179000
2676,276000
19745,335000
12480,430000
4113,266490
8197,655000
3600,635500
9583,235000
11443,885000
8400,352500
7573,450000
19897,3.64E+06
15022,1.05E+06
1332,476000
13042,375000
6829,600600
11213,567000
12000,650000
10284,190000
422967,858000
4512,435500
6733,685000
7210,252000
6900,512500
7415,423800
2225,460000
3200,434000
15900,244000
8451,348125
29252,585000
16000,230000
11250,450000
5054,393000
3750,517000
12690,400000
50965,890000
11963,205950
3954,209000
6000,430000
2750,534000
3672,735000
54450,873000
7532,475000
10230,325000
216057,500000
8475,279000
5469,350000
13653,660000
14616,324950
7816,500000
7697,187300
5120,345600
7642,400000
5001,935000
15600,374000
45302,328000
9334,257500
3600,1.00E+06
4482,216500
40946,1.19E+06
7282,360000
4000,699999
47044,535000
19800,464950
18168,925000
4080,930000
5000,727500
9500,325000
12100,695000
6825,585000
9597,319000
7650,265000
6654,359000
6654,390000
9531,374500
46173,661000
5000,900000
8204,600000
10862,2.00E+06
4240,512500
33224,229500
5663,589000
2183,539950
21344,640000
7344,218250
3600,675000
9000,338000
7615,231750
7140,199900
16271,1.06E+06
7315,263000
7200,279950
2940,395000
8002,252500
37034,1.15E+06
10708,205000
8968,654000
213008,200000
7982,700000
18115,2.72E+06
2622,306000
5015,270000
9916,340000
19250,450000
6825,580000
4400,435000
4688,690000
11520,720000
13020,403000
7392,440000
8470,178500
8282,270000
9900,129888
15210,260000
7292,339950
26127,250000
103672,680000
3745,660000
11491,1.23E+06
9152,550000
12906,675000
9588,981000
8000,168000
18687,1.00E+06
9600,320000
17424,959000
7680,372000
9625,391500
4725,390000
5000,302000
1577,495000
1545,504500
4800,555000
5000,1.55E+06
5750,550000
8325,1.80E+06
5422,655000
90796,685000
8339,721000
5328,1.52E+06
219542,365000
8555,458000
12861,280000
3060,628000
6332,781500
7560,295000
2786,435000
7200,300000
4814,208500
11214,930000
3000,316000
6738,249900
4252,675000
4667,447000
3817,675000
1397,546000
1361,310000
5100,190000
8114,650000
2350,585000
7364,1.43E+06
12090,565000
6000,174900
1180,360000
9624,234000
15990,575000
5954,315000
7820,225000
14500,370000
3920,606000
7622,272500
3420,475000
13500,270000
9216,624000
7416,355000
3844,345000
7792,342000
98445,316000
37430,539950
6655,221347
4657,330000
13000,279000
3784,850000
12321,746000
1867,478000
4635,820000
6495,2.16E+06
38830,820000
22040,887000
20000,159000
4000,824000
5000,812000
11400,242000
8048,625000
30200,399888
6600,289000
12944,400000
26027,1.55E+06
4000,345000
4000,874950
4280,875000
32647,628990
5000,535000
9300,770126
8995,710000
4800,465000
11520,359000
5040,151000
9600,820000
6497,160000
5000,535000
9010,365000
5600,708000
7280,215000
18713,1.95E+06
22215,390000
5401,570000
13430,383000
5706,370000
12522,454000
32700,1.40E+06
10854,371000
10350,530000
9714,608000
7200,450000
14421,780000
52272,290000
14182,225000
38032,805000
15669,660000
13927,299000
1312,530000
4400,680000
12000,199900
6300,224000
8885,244000
3880,485000
7589,330000
1724,509000
7203,440000
8587,244000
4800,399700
2617,519000
9200,211000
7800,950000
2839,410000
5000,750000
2550,133400
6550,240000
2300,539000
292723,688000
5112,465000
12420,936000
9606,620000
9750,429950
4170,296475
9450,330000
11200,445000
4000,846000
5850,725000
7349,369000
16200,625000
4080,535000
6717,229950
6960,229999
4120,850000
35889,589900
4322,513000
8321,401000
2500,260000
26650,525000
11658,470000
8063,205000
7495,620000
5000,229000
6634,445000
7200,215000
4871,504975
10072,495000
8342,205000
6871,152275
8338,586000
7625,779950
11315,557000
7200,610000
7683,405000
7490,320000
3863,356000
4120,794500
9620,349000
88426,549000
10761,193000
7227,700000
6182,523000
20790,565000
5027,500000
4103,1.45E+06
68825,710000
9001,333000
6874,580000
8400,289950
4618,375000
10800,505000
6720,324950
10275,490000
6000,630000
22649,595000
6000,872500
5250,490000
27755,1.90E+06
8102,310000
92721,450000
12000,539000
38322,888550
8720,269950
20875,142000
9761,300000
24004,780000
20369,545000
9804,278000
2845,342000
9861,190000
948,387000
7480,279950
40164,550000
251341,439000
23507,774888
9500,480000
6960,835000
5400,1.50E+06
3760,771000
5800,1.23E+06
7290,600000
7424,305000
11340,1.39E+06
11652,216500
1219,370000
9786,492650
10609,431200
12048,277500
8712,278000
8400,351000
7089,850000
3600,885000
87120,399950
9262,185000
6000,440000
19798,2.40E+06
9961,299000
34500,299500
7506,420000
18000,234000
4800,540000
63162,649950
7912,330000
5960,840000
6922,370000
7700,410000
7200,257000
6710,350000
7560,380000
12402,344000
2550,488000
3880,465000
6625,229500
11250,445000
7110,246000
17240,545000
5672,518000
10016,565000
8558,445000
9799,968000
6324,725000
8400,315500
9211,487585
6000,246500
6000,819000
4229,349900
4700,267000
15000,480000
3360,525000
5415,578000
1547,345000
6250,499000
9680,425000
7510,268000
12566,240000
9606,147000
7806,500000
5400,1.01E+06
26895,991500
3838,510000
12081,1.98E+06
1870,484998
17398,1.28E+06
7617,210000
10720,450000
8286,875000
7500,529950
4000,415000
12970,590000
9144,379950
3570,385000
7620,588000
2191,252500
3174,530000
159865,385000
7650,419000
5508,175000
5664,515000
4680,945000
7420,359900
5164,419950
4000,460000
7151,255000
9500,481000
9500,719521
43560,1.08E+06
6080,334000
3200,675000
7437,556000
7200,900000
4084,400000
4340,724950
4500,321000
5800,1.36E+06
19672,171000
108900,1.36E+06
15037,323000
125452,491500
10890,226000
4000,580000
11259,640000
5097,619790
6998,383962
2445,373000
8123,541338
8160,254922
5000,575000
15535,650000
9547,269950
6250,270950
14861,495000
8556,794154
11200,340768
5413,375000
7000,820000
954,555000
1200,312500
4560,450000
6667,739000
1716,320000
13000,235000
5000,275500
4500,564000
8700,263000
18000,257000
218506,725000
7560,300000
7904,328000
8400,187500
5100,400000
5100,515000
18525,1.41E+06
8400,235000
4945,669000
13503,282000
3876,663000
5000,279900
7200,335000
10000,689000
231303,413100
4931,506950
1171,500000
9775,540000
4559,812000
19842,1.20E+06
35306,370000
23512,338000
6600,185000
35415,450000
6000,451000
24527,785000
5250,850000
18000,235000
6788,1.15E+06
1377,377500
11964,825500
3825,1.06E+06
8764,880000
4421,413800
1687,504200
5703,421500
5050,855169
3218,380000
1026,580000
5333,377000
4000,329900
7024,921800
905,529500
3712,363990
6500,834950
31550,399000
9495,338900
6000,419950
4270,493000
4500,650000
5205,456000
997,425000
2478,348000
7232,1.04E+06
1262,299000
9170,1.26E+06
6098,155000
4962,319500
2517,274000
4500,429000
1899,267800
8254,369950
18055,480000
4869,440000
4161,839704
1276,535000
1275,290000
1793,370000
651,405000
6019,499431
3868,275000
844,320000
4427,425000
2199,1.45E+06
5688,340000
2046,299900
12039,865950
17038,720000
3225,460000
2042,375000
1829,386180
5639,280000
4725,359000
11995,785000
1230,425000
7200,575000
144619,465000
10335,1.85E+06
10801,720000
5000,390000
10177,2.21E+06
3979,1.05E+06
14980,915000
1314,562000
1208,349000
7800,375000
1336,479950
5100,319000
1067,325000
8092,505657
4142,340000
6351,250000
4596,349500
865,290750
2356,715000
8433,689950
1263,425000
1281,657000
5564,359950
4276,319900
2050,532000
863,291000
1330,675000
6500,885000
9090,1.45E+06
10000,780000
7200,839950
1984,645000
3200,263000
1290,345000
5006,505000
1210,522500
4788,400000
949,543000
12075,495000
6587,549995
5720,327555
9075,690000
2875,673000
3906,384435
6500,780000
5042,1.38E+06
5081,950968
750,334950
1249,489000
8345,600000
915,282000
8485,442000
2850,220000
5598,489000
4339,250000
5000,484259
16972,1.68E+06
4357,450000
1276,299000
4557,450000
1286,585000
1680,660000
1333,301500
8258,949950
5760,759990
4000,355000
7242,889950
1984,629800
5100,745000
1331,379900
1139,335000
6324,809000
5899,569950
9263,723000
2552,282000
3873,569900
9716,385000
1075,420000
3452,2.25E+06
5335,1.21E+06
4460,292000
1023,645000
942,304500
5707,489500
11063,1.58E+06
1992,390000
4006,815000
10578,719000
4800,331210
1270,245000
7200,465000
1171,580000
1972,540000
1250,399000
5388,328000
5314,701000
4800,408000
16200,2.64E+06
930,445000
6651,672500
7014,538000
9497,450000
2700,362500
1551,414950
3939,679950
7292,290000
1174,230000
4666,439950
3723,349900
9272,550000
5750,1.05E+06
1851,655000
1540,385000
6110,729999
1282,523950
895,369000
2700,509900
5399,282000
4200,387865
6238,385000
6224,536000
1493,395000
6717,545000
7035,715000
2255,348000
1014,455000
7644,575000
1270,449950
2790,364000
6389,932990
4153,710000
7314,949990
4200,326989
4600,335606
8076,1.53E+06
3150,299950
5700,962000
1679,395825
4500,419354
7258,920000
1028,366000
5000,480000
915,388000
9520,2.32E+06
1290,730000
6000,950000
2171,358990
4120,398651
7891,530000
5562,610360
1235,436110
8014,925000
5244,449950
7399,760000
3481,293000
7665,695000
5136,285000
12042,1.26E+06
2791,379900
7412,472000
5195,300000
3960,272000
5893,418395
6405,465000
9400,659950
926,484950
1968,359000
4500,519000
14685,1.71E+06
7201,535000
7644,622950
5845,515000
6202,330000
983,318000
2801,439000
5279,540000
12727,1.08E+06
4699,435000
89651,2.70E+06
5625,1.10E+06
942,293467
4800,328000
3582,550000
1442,649000
3143,435000
4800,625000
1483,415000
4706,400000
4047,979000
4831,625250
3474,665000
3075,589500
1452,437000
9000,320000
7475,333500
2750,430000
8465,995500
5002,427874
4228,334990
5940,909500
4961,210000
6558,952990
851,622500
1419,515000
13590,350000
912,310000
5099,700000
6786,907687
5760,741500
5088,395000
6370,559950
8000,215000
7227,390000
107157,425000
415126,472000
9776,1.33E+06
9364,695000
1279,545000
5500,389950
1485,380000
745,288790
6000,432500
3326,615000
3012,500000
1146,615000
8196,500000
1765,622000
9234,802945
9003,1.26E+06
1531,598950
4949,430000
5150,515000
3917,1.26E+06
3692,400000
1254,390000
4293,450000
5402,804995
4155,825000
6355,435000
1715,398000
3960,411605
983,315000
1209,455000
1194,452950
1468,380000
1916,340000
5080,409950
1165,360000
7757,1.60E+06
1443,440000
95950,730000
7221,408000
3862,820000
1244,360000
4600,339990
1020,515000
1166,541000
7245,375000
5780,320000
1058,325000
7520,740000
6220,450000
4400,455000
1068,292500
51836,650000
7872,530000
6120,829995
5013,395000
5500,859990
826,342500
5838,743000
9388,345000
2778,443000
4337,260000
6555,810000
5600,570000
8100,1.56E+06
975,840000
2296,950000
4682,572800
1112,305000
7067,1.70E+06
6000,445000
8059,801000
5376,711000
977,268500
3825,320000
5001,500000
6651,631625
2210,850000
3290,600000
16807,988500
5166,430236
9576,1.27E+06
2772,689500
1882,175003
1249,459000
74052,1.18E+06
1442,358000
4949,447055
64626,415000
9000,1.21E+06
1010,495000
1380,479000
4334,1.90E+06
3517,249900
4000,1.47E+06
10194,1.04E+06
6120,897000
9470,1.10E+06
1193,685000
3286,295000
946,619000
1340,439108
2800,260000
5557,279000
1305,380000
6315,287000
1251,377000
3012,649950
1102,445000
1692,605000
1137,475000
1884,399000
8100,718000
9160,1.40E+06
1663,341000
9374,818000
1873,759000
2262,547500
8401,2.70E+06
987,358000
813,412000
1058,245000
4964,460940
1292,321000
6000,633634
1284,290000
1137,445000
7502,887250
7348,739000
1286,429900
800,459000
2820,240000
1902,566950
8391,1.04E+06
1449,343000
4838,572115
5150,918000
1361,555000
4396,399440
914,450000
6203,648000
5000,580000
4071,415000
1389,527500
800,384000
28213,692000
966,455000
4120,1.28E+06
6031,415000
1344,975000
7429,799950
7268,545000
5005,429900
8019,275000
4136,498000
7256,754950
5562,895000
8327,580000
5831,379900
4888,245000
4926,417000
3211,555000
3211,555000
13721,353000
1187,539000
5040,434900
1078,325000
2159,650000
5850,379950
4975,700000
1590,675000
7560,379000
2867,571000
1621,475000
3047,769900
5817,633000
1433,635000
6000,1.24E+06
1007,524000
5115,485000
13095,1.03E+06
1262,650000
5641,754842
5553,428900
4995,329900
5932,1.04E+06
6937,544999
4344,449950
7991,635000
1180,599000
1348,478000
5040,388000
4903,809950
8417,1.06E+06
1213,659000
6738,971971
874,389000
5470,355000
10003,551500
5048,417838
7660,1.75E+06
1131,399950
8000,740000
683,335000
8118,2.25E+06
1921,667000
7009,920000
1350,368000
3080,307000
4534,550000
6037,594491
6516,460458
13900,859000
2875,399950
1977,547500
4775,310000
12880,939000
1021,329900
1193,436000
1855,320000
3825,375000
3696,392137
4950,520000
6389,535000
999,407000
5398,424950
1060,290000
1478,399000
1348,439990
3091,635000
5000,635000
4455,351000
1232,437500
5000,919204
6055,923990
2772,639888
2064,675000
3909,899900
4020,252000
10034,925000
1920,552000
6197,388500
1878,548000
4769,254950
41327,1.24E+06
1912,629000
7204,734000
1294,309000
10254,554950
207781,785000
5150,550000
5000,1.01E+06
14250,1.58E+06
4045,309000
3600,328423
1192,345000
5175,660000
1327,385000
1107,459000
4046,248000
15411,1.48E+06
5824,379000
5722,2.95E+06
1841,395000
2289,535000
9804,970000
1020,205000
7384,310000
1858,334500
7197,995000
4000,370228
4953,383000
2610,384500
8160,865000
5474,1.05E+06
5616,502000
8400,1.75E+06
6875,569995
64441,749950
5400,550000
5086,525000
8698,516000
61419,1.35E+06
4526,440000
1729,660000
5000,261950
4943,551000
14155,665000
5260,610000
5260,645000
6360,536751
3403,260000
6300,1.31E+06
5929,429900
15100,535000
1276,462550
1367,602000
9606,730000
801,300500
6455,675000
2377,415000
5831,614000
5701,385000
4613,594000
8097,860000
8899,1.10E+06
6226,775000
4685,430760
6361,755000
958,640000
1531,613500
213073,780000
9612,550000
4852,789500
5000,592000
5701,454950
4500,475000
904,659000
5801,570000
6551,347500
4500,205000
1468,380000
7663,718000
4136,515805
18645,1.03E+06
3265,437718
5515,450000
1178,515000
13444,204000
1323,360000
1005,550000
6050,650880
8504,1.79E+06
4983,895900
4747,585000
1464,380000
5820,565997
2076,459000
1303,550000
983,500000
3275,461500
10320,2.15E+06
5000,790000
1212,735000
7710,588000
4185,724500
5348,749000
7642,720000
